No,Station_Name,Address,Coordinate,Type,Longtitude,Latitude
63,- จุดจอดพยัคฆ์ภูมิพิสัย,"สถานีขนส่งอำเภอพยัคฆ์ภูมิพิสัย ถนนนิวซีแลนด์ ต.ปะหลาน อ.พยัคฆภูมิพิสัย
จ.มหาสารคาม","15.520293,103.200381",จุดจอด/จุดจำหน่ายตั๋ว,15.520293,103.200381
64,สถานีเดินรถขุขันธ์,764  ม.6  ต.ห้วยเหนือ อ.ขุขันธ์  จ.ศรีสะเกษ 33140,"14.711944000000001,104.198896",ที่ทำการ/จุดจำหน่ายตั๋ว,14.711944000000001,104.198896
65,สถานีเดินรถเลย,83/35  ถ.มะลิวัลย์ ต.กุดป่อง  อ.เมือง จ.เลย  42000,"17.47821727917308,
101.7257402936885",ที่ทำการ/จุดจำหน่ายตั๋ว,17.47821727917308,"
101.7257402936885"
66,- จุดจอดวังสะพุง,311/1 ม.2 ต.ศรีสงคราม อ.วังสะพุง จ.เลย 42130,"17.300793472693581,
101.77713562743899",จุดจอด/จุดจำหน่ายตั๋ว,17.300793472693581,"
101.77713562743899"
67,สถานีเดินรถร้อยเอ็ด,84/2-3  ถ.เทวาภิบาล ต.ในเมือง  อ.เมือง จ.ร้อยเอ็ด  45000,"16.053229294842438,
103.6398337497874",ที่ทำการ/จุดจำหน่ายตั๋ว,16.053229294842438,"
103.6398337497874"
68,สถานีเดินรถศรีสะเกษ,1510/33 - 34 ถ.กวงเฮง  ต.เมืองใต้ อ.เมือง  จ.ศรีสะเกษ 33000,"15.107232,104.32787399999999",ที่ทำการ/จุดจำหน่ายตั๋ว,15.107232,104.327873
69,สถานีเดินรถสกลนคร,1604/116 - 117 ถ.สุขเกษม  อ.เมือง จ.สกลนคร  47000,"17.153907,104.13946300000001",ที่ทำการ/จุดจำหน่ายตั๋ว,17.153907,104.139463
70,- จุดจอดพังโคน,664 ม.1 ต.พังโคน อ.พังโคน  จ. สกลนคร 47160,"17.389995,103.723042",จุดจอด/จุดจำหน่ายตั๋ว,17.389995,103.723042
71,สถานีเดินรถสุรินทร์,367 - 369  ถ.จิตรบำรุง ต.ในเมือง  อ.เมือง จ.สุรินทร์  32000,"14.889176000000001,103.496002",ที่ทำการ/จุดจำหน่ายตั๋ว,14.889176000000001,103.496002
72,สถานีเดินรถปราสาท,715 ม.2 ต.กังแอน  อ.ปราสาท จ.สุรินทร์  32140,"14.636654999999999,
103.40778299999999",ที่ทำการ/จุดจำหน่ายตั๋ว,14.636654999999999,"
103.40778299999999"
73,สถานีเดินรถหนองคาย,910/128 - 129 ถ.ประจักษ์  ต.ในเมือง อ.เมือง  จ.หนองคาย 43000,"17.884636,102.754935",ที่ทำการ/จุดจำหน่ายตั๋ว,17.884636,102.754935
74,สถานีเดินรถอุดรธานี,540/27  ถ.สายอุทิศ ต.หมากแข้ง  อ.เมือง จ.อุดรธานี  41000,"17.403078,102.800344",ที่ทำการ/จุดจำหน่ายตั๋ว,17.403078,102.800344
75,สถานีเดินรถสตึก,344/28 - 29  ม.1 ถ.สนามม้า  ต.นิคม อ.สตึก  จ.บุรีรัมย์ 31150,"15.295443,103.293083",ที่ทำการ/จุดจำหน่ายตั๋ว,15.295443,103.293083
76,สถานีเดินรถอุบลราชธานี,"171-8, 10  ซ.ชยางกูร 3 ถ.ชยางกูร  ต.ในเมือง อ.เมือง  จ.อุบลราชธานี 34000","15.272715,104.837294",ที่ทำการ/จุดจำหน่ายตั๋ว,15.272715,104.837294
77,- จุดจอดเดชอุดม,1059-1060 หมู่ 4 ต.ไชศิริ ต.เมืองเดช อ.เดชอุดม จ.อุบลราชธานี 34160,"14.898369,105.069115",จุดจอด/จุดจำหน่ายตั๋ว,14.898369,105.069115
78,สถานีเดินรถรัตนบุรี,110/5 - 6  ถ.ศรีนคร ต.รัตนบุรี  อ.รัตนบุรี จ.สุรินทร์  32130,"15.324355000000001,
103.84206500000001",ที่ทำการ/จุดจำหน่ายตั๋ว,15.324355000000001,"
103.84206500000001"
79,- จุดจอดท่าตูม,322 ม.13 ต.ท่าตูม อ.ท่าตูม จ.สุรินทร์,"15.325994,103.861653",จุดจอด/จุดจำหน่ายตั๋ว,15.325994,103.861653
80,สถานีเดินรถกันทรลักษ์,267/9 - 10  ม.3 ต.หนองหญ้าลาด อ.กันทรลักษ์  จ.ศรีษะเกษ 33110,"14.645809,104.637316",ที่ทำการ/จุดจำหน่ายตั๋ว,14.645809,104.637316
81,สถานีเดินรถชัยภูมิ,270/2 - 3  ถ.ชัยภูมิ-สีคิ้ว ต.ในเมือง  อ.เมือง จ.ชัยภูมิ  36000,"16.363879,102.128620",ที่ทำการ/จุดจำหน่ายตั๋ว,16.363879,102.128620
82,สถานีเดินรถขอนแก่น,999/215 ถ.มิตรภาพ ต. เมืองเก่า  อ.เมือง จ.ขอนแก่น  40000,"16.390163,102.804737",ที่ทำการ/จุดจำหน่ายตั๋ว,16.390163,102.804737
83,- สถานีขนส่งผู้โดยสาร อบจ.ขอนแก่น,สถานีขนส่งผู้โดยสาร อบจ.ขอนแก่น  ต. เมืองเก่า  อ.เมือง จ.ขอนแก่น  40000,"16.390003121838578,
102.80454882791641",จุดจอด/จุดจำหน่ายตั๋ว,16.390003121838578,"
102.80454882791641"
84,สถานีเดินรถนครราชสีมา,399  ถ.มิตรภาพ ต.ในเมือง  อ.เมือง จ.นครราชสีมา  30000,"14.98924616724527,
102.09423859598139",ที่ทำการ/จุดจำหน่ายตั๋ว,14.98924616724527,"
102.0942385959813"
85,- จุดจอดปากช่อง,71 ถ.มิตรภาพ  ต.ปากช่อง อ.ปากช่อง จ.นครราชสีมา,"14.707812,101.417527",จุดจอด/จุดจำหน่ายตั๋ว,14.707812,101.417527
86,สถานีเดินรถบ้านแพง,355  ม.5  ถ.แพงพิทักษ์ ต.บ้านแพง  อ.บ้านแพง จ.นครพนม  48140,"17.964795,104.209400",ที่ทำการ/จุดจำหน่ายตั๋ว,17.964795,104.209400
87,- จุดจำหน่ายตั๋วกรมการขนส่ง,สถานีขนส่งผู้โดยสารอำเภอบ้านแพง 444 ม.4 ถ.กรมทางพัฒนา ต.บ้านแพง อ.บ้านแพง จ.นครพนม 48140,"17.966504,104.212987",จุดจำหน่ายตั๋ว,17.966504,104.212987
88,สถานีเดินรถบึงกาฬ,473 ม.1 ต.บึงกาฬ อ.บึงกาฬ จ.บึงกาฬ  38000,"18.356390999999999,103.650696",ที่ทำการ/จุดจำหน่ายตั๋ว,18.356390999999999,103.650696
89,สถานีเดินรถสระบุรี,85  ถ.สุดบรรทัด ต.ปากเพรียว  อ.เมือง จ.สระบุรี  18000,"14.523372,100.919389",ที่ทำการ/จุดจำหน่ายตั๋ว,14.523372,100.919389
90,สถานีเดินรถรังสิต,48/26 ซ.พัฒนาเจริญรุ่ง ถ.พหลโยธิน  ต.คลองหนึ่ง อ.คลองหลวง  จ.ปทุมธานี 12120,"14.005886,100.61411200000001",ที่ทำการ/จุดจำหน่ายตั๋ว,14.005886,100.614112
91,- จุดจอดนวนคร,ฝั่งตรงข้ามพิพิธภัณฑ์เกษตรเฉลิมพระเกียรติ ถ.พหลโยธิน อ.คลองหลวง จ.ปทุมธานี,"14.1180958,100.6181955",จุดจอด/จุดจำหน่ายตั๋ว,14.1180958,100.6181955
92,สถานีเดินรถวังน้อย,ถ.พหลโยธิน กม.65 ต.ลำไทร  อ.วังน้อย จ.พระนครศรีอยุธยา 13170,"14.231793,100.715122",ที่ทำการ/จุดจำหน่ายตั๋ว,14.231793,100.715122
93,สถานีเดินรถอรัญประเทศ,4/26  ถ.สุวรรณศร ต.อรัญประเทศ อ.อรัญประเทศ  จ.สระแก้ว 27120,"13.693872000000001,102.502022",ที่ทำการ/จุดจำหน่ายตั๋ว,13.693872000000001,102.502022
94,สถานีเดินรถสระแก้ว,สถานีขนส่งผู้โดยสาร  ถ.สุวรรณศร ต.สระแก้ว  อ.เมือง จ.สระแก้ว  27000,"13.825813,102.067078",ที่ทำการ/จุดจำหน่ายตั๋ว,13.825813,102.067078
95,สถานีเดินรถท่าอากาศยานสุวรรณภูมิ,อาคารศูนย์ขนส่งสาธารณะ ท่าอากาศยานสุวรรณภูมิ 999  ม.1  ต.หนองปรือ อ.บางพลี  จ.สมุทรปราการ 10540,"13.711391000000001,100.768792",ที่ทำการ/จุดจำหน่ายตั๋ว,13.711391000000001,100.768792
96,สถานีเดินรถนครนายก,173/59 - 60  ม.1 ถ.สุวรรณศร  ต.ท่าช้าง อ.เมือง  จ.นครนายก 26000,"14.210853,101.203901",ที่ทำการ/จุดจำหน่ายตั๋ว,14.210853,101.203901
97,สถานีเดินรถฉะเชิงเทรา,270 ถ.บางปะกง-ฉะเชิงเทรา ต.โสธร  อ.เมือง จ.ฉะเชิงเทรา,"13.692397,101.054229",ที่ทำการ/จุดจำหน่ายตั๋ว,13.692397,101.054229
98,สน.ขนส่งจังหวัดฉะเชิงเทรา,สน.ขนส่งจังหวัดฉะเชิงเทรา ต.หน้าเมือง อ.เมือง จ.ฉะเชิงแทรา,"13.692397,101.054229",ที่ทำการ/จุดจำหน่ายตั๋ว,13.692397,101.054229
99,สถานีเดินรถระยอง,155  ถ.เลี่ยงเมืองสาย 3 ต.ทับมา  อ.เมือง จ.ระยอง  21000,"12.700247196492461,
101.21558122346291",ที่ทำการ/จุดจำหน่ายตั๋ว,12.700247196492461,"
101.21558122346291"
100,- จุดจอดแกลง สถานีเดินรถระยอง,204/186 ถ.สุขุมวิท ต.ทางเกวียน อ.แกลง จ.ระยอง 21110,"12.788975,101.634093",จุดจอด/จุดจำหน่ายตั๋ว,12.788975,101.634093
101,สถานีเดินรถชลบุรี,23/1 ม.2 ถ.วิบูลย์ธรรมรัตน์ ต.หนองไม้แดง อ.เมือง จ.ชลบุรี,"13.39285646666667,
100.98617286666671",ที่ทำการ/จุดจำหน่ายตั๋ว,13.39285646666667,"
100.9861728666667"
102,- จุดจอดศรีราชา,141/47 ถ.สุขุมวิท ต.ศรีราชา อ.ศรีราชา จ.ชลบุรี,"13.400366,100.996933",จุดจอด/จุดจำหน่ายตั๋ว,13.400366,100.996933
103,สถานีเดินรถพัทยา,131/100  ม.12 ซ.ชัยพฤกษ์  ต.หนองปรือ อ.บางละมุง  จ.ชลบุรี  20260,"12.920361,100.880223",ที่ทำการ/จุดจำหน่ายตั๋ว,12.920361,100.880223
104,- จุดจอดสัตหีบ,ลานเจริญนายเรือ ม.2 ต.สัตหีบ อ.สัตหีบ จ.ชลบุรี 20180,"12.672865,100.897229",จุดจอด/จุดจำหน่ายตั๋ว,12.672865,100.897229
105,สถานีเดินรถจันทบุรี,24/5  ถ.สฤษดิเดช ต.วัดใหม่  อ.เมือง จ.จันทบุรี  22000,"12.611700000000001,
102.10576500000001",ที่ทำการ/จุดจำหน่ายตั๋ว,12.611700000000001,"
102.10576500000001"
106,สถานีเดินรถตราด,231  ถ.สุขุมวิท ต.วังกระแจะ  อ.เมือง จ.ตราด  23000,"12.248231000000001,102.510265",ที่ทำการ/จุดจำหน่ายตั๋ว,12.248231000000001,102.510265
107,สถานีเดินรถปราจีน,199 ถ.ปราจีนตคาม ต.หน้าเมือง อ.เมือง จ.ปราจีนบุรี 25000,"14.058643,101.372791",ที่ทำการ/จุดจำหน่ายตั๋ว,14.058643,101.372791
108,สถานีเดินรถภูเขียว,444  ม.1 ถ.เกษตรสมบูรณ์ - ภูเขียว ต.ผักปัง  อ.ภูเขียว จ.ชัยภูมิ  36110,"16.364031000000001,
102.12855399999999",สถานีเดินรถ,16.364031000000001,"
102.12855399999999"
109,- จุดจอดชุมแพ,2130 ต.ชุมแพ อ.ชุมแพ จ.ขอนแก่น,"16.542609,102.100550",จุดจอด/จุดจำหน่ายตั๋ว,16.542609,102.100550
110,สถานีเดินรถสมุทรสงคราม,723/2 ถ.รัตนวิถี ต.แม่กลอง อ.เมือง สมุทรสงคราม 75000,"13.405855000000001,100.000016",ที่ทำการ/จุดจำหน่ายตั๋ว,13.405855000000001,100.000016
111,- จุดจำหน่ายตั๋วแม่กลอง,161/5 ม.1 ถนน พระราม 2 ตำบลบางแก้ว อำเภอเมือง จังหวัดสมุทรสงคราม,"13.405702,99.998974",จุดจอด/จุดจำหน่ายตั๋ว,13.405702,99.998974
112,สถานีเดินรถกำแพงแสน,611 หมู่ 1 ต.กำแพงแสน อ.กำแพงแสน จ.นครปฐม 73140,"13.814735,100.064019",ที่ทำการ/จุดจำหน่ายตั๋ว,13.814735,100.064019
